Harmonic Oscillator
0 1 0
0.125 0.9921875 -0.124674479166667
0.317247022541952 0.950031754915739 -0.311940699576177
0.543171752966091 0.855910415368206 -0.516789426580209
0.783194907832098 0.708405037667503 -0.705368748825313
1.02873130317057 0.515597387030839 -0.856297545023878
1.27637146239551 0.289901442623671 -0.956418626364001
1.52480962402575 0.0457882626482006 -0.998184511526367
1.77355241294345 -0.201359045423666 -0.978576238617984
2.02241434878234 -0.436140380610049 -0.898680160063441
2.27132583401113 -0.644011358787794 -0.763401090360069
2.52026077283753 -0.812131596795828 -0.581086481681108
2.76920938387866 -0.930131940476755 -0.362989266705072
3.01816800189573 -0.990742753979358 -0.12256787049039
3.26713525423119 -0.990237449523769 0.125345080076896
3.51611062753701 -0.928660249656665 0.365457661021922
3.76509393054723 -0.809822471432557 0.582961705787452
4.01408509271644 -0.641066864311914 0.764446037632634
4.26308408874702 -0.432814262940837 0.898723553253437
4.51209091030113 -0.197920416816253 0.977521110525165
4.76110555539807 0.0491173630306293 0.9959896376191
5.01012802444029 0.293054807612677 0.953002976466882
5.25915831872391 0.518841351685821 0.851227010945663
5.50819643988044 0.712548812002401 0.696954805559774
5.75724238966757 0.862230774077701 0.499717920366306
6.00629616989068 0.958659650197587 0.271697882082036
6.25535778237349 0.995895916224405 0.0269741273915652
6.50442722894703 0.971654388587586 -0.219345169087393
6.75350451144551 0.887444927181558 -0.452055736547188
7.00258963170476 0.748478872103386 -0.656795750972093
7.2516825915617 0.563346983106244 -0.820932341271605
7.50078339285404 0.343488757682038 -0.934341327666713
7.74989203742029 0.102485885776067 -0.990032048192416
7.99900852709965 -0.14477653937465 -0.984578689559509
8.24813286373206 -0.383029265009803 -0.918331482934716
8.49726504915814 -0.597561814965564 -0.795394716392178
8.74640508521926 -0.77513088750149 -0.62337291489272
8.99555297375746 -0.904778111849164 -0.412900856560406
9.24470871661552 -0.97850665357744 -0.176986446413975
9.49387231563691 -0.991774872660016 0.0697929693721751
9.74304377266581 -0.943776535056382 0.312191208735619
9.99222308954713 -0.837490261377606 0.535235146794534
10 -0.833302501681461 0.541731982309332


Pendulum
0 3.04159265358979 0
0.125 3.03773353307325 -0.062239373084604
0.306936920622223 3.01790383737396 -0.159218431329823
0.517418113226092 2.97060647954777 -0.299138477530717
0.71910564344723 2.8927467223807 -0.48630311140479
0.898099317651237 2.78594834254046 -0.72250607000316
1.05688300209936 2.6495823184888 -1.0115831134028
1.20243240624206 2.47803402576983 -1.36282322150087
1.34483101049603 2.25404898266606 -1.80138069954628
1.48645872136653 1.96248211355385 -2.33220980751296
1.64307778400843 1.54612537045244 -2.99122407054378
1.76045472308538 1.16648130589374 -3.46682008801098
1.86527505871185 0.784353745213057 -3.80323556750096
1.96685201449884 0.387392530847348 -3.98323614469828
2.06821422555463 -0.0175957839848709 -3.97395380970528
2.17415707789987 -0.428691321130837 -3.75315854209667
2.26751580135561 -0.763826751021438 -3.40718610053307
2.35800611640029 -1.05322849325693 -2.97827472682215
2.44717052670337 -1.29793608793388 -2.50604029950842
2.54097917691625 -1.50890254987873 -1.99135863986182
2.65000781116699 -1.69367749691389 -1.40115969884599
2.80007833541829 -1.84556409270206 -0.629788765458081
2.9322236694998 -1.88622527150418 0.0111428991913073
3.05938274729141 -1.84680272034491 0.608259250815175
3.18858678147643 -1.72946928776682 1.20845392427816
3.3390784869213 -1.49539060866972 1.89966811411925
3.4706903602513 -1.20722805189746 2.4684818448882
3.5831664405776 -0.905394230674183 2.88166984235317
3.69078132896722 -0.578868565427496 3.16281147397973
3.79404559809829 -0.244531839070761 3.28500003629312
3.89911297791105 0.0996127073472119 3.23609584023483
4.00125969038153 0.420589161404144 3.02377744372885
4.0950695348362 0.690203905252427 2.70862320439984
4.18668183771764 0.92100363814024 2.32023966381709
4.27651682926849 1.11038684568846 1.89093496741425
4.36824754660405 1.26267568386083 1.42744955239033
4.46674983398558 1.37833459394232 0.921136589877092
4.57884754411942 1.44943254251778 0.349433539708603
4.71497281714424 1.45065599428971 -0.327102989325797
4.87838159016119 1.33306736028098 -1.10259810449133
5.00318286220686 1.16061633585753 -1.65135721167799
5.11519554182007 0.950564561044924 -2.08633282400074
5.22377947641911 0.704693787924887 -2.42457849205497
5.32773570259968 0.440357679711158 -2.63984119350599
5.43113969707858 0.161853221568246 -2.72308291168019
5.53861136370668 -0.128713004014676 -2.65857861201804
5.64191470955433 -0.394049149986028 -2.45797426315099
5.73691425856306 -0.614632339559698 -2.17265092576222
5.82977968237546 -0.80059549469896 -1.82372210300746
5.92006523984569 -0.948144926227714 -1.43995878504931
6.00997806628747 -1.05939114110449 -1.03237859896015
6.1019722813448 -1.13465746887246 -0.603657688186107
6.19805119607564 -1.17103259122401 -0.154849955083561
6.29926060356103 -1.16306641582085 0.309278302569962
6.40481740277015 -1.10562227618369 0.774042882156692
6.51187876369235 -0.998838918170535 1.21304746511001
6.61737485982378 -0.850024208978223 1.59752799603461
6.72013262791747 -0.669290243728751 1.9065644644755
6.82123636406386 -0.464558411085459 2.12701565582012
6.92338001022804 -0.240192434069064 2.2470721559053
7.02994732777403 0.00057634532403919 2.25010047543842
7.14153641705203 0.245576949688194 2.11946582608137
7.24264491740934 0.449282650132564 1.89559732930352
7.33602709787139 0.613720285591021 1.61712604945972
7.42766481488083 0.74740243653981 1.29466987596731
7.51704319993296 0.847811160062329 0.949028753057354
7.60533288270894 0.915826225335013 0.59058189308363
7.69376112601608 0.951884277904176 0.225428962641813
7.78324541769807 0.95557137520884 -0.141103074344708
7.87438181740324 0.926080237901105 -0.502652095300638
7.96733863181989 0.862966916568288 -0.85006095163714
8.06184129499346 0.767143302429492 -1.17062559479178
8.15758018876236 0.641254154386677 -1.44960822526726
8.25478326429005 0.488941963325619 -1.67217130894511
8.35459063669016 0.31376079389548 -1.82350011894105
8.45908406286904 0.11900468453992 -1.88685568561712
8.57010604982401 -0.0890761745217901 -1.84258189857845
8.6842641055927 -0.291317570509179 -1.68311609189985
8.78448047794632 -0.449413203192088 -1.46138982033437
8.88179721047143 -0.578719653573281 -1.18892859202232
8.97448482028942 -0.675347030291108 -0.892042333842475
9.06357728284206 -0.741225597597656 -0.585038448042834
9.15047559214076 -0.778628833354816 -0.275680146376817
9.23640714803085 -0.789090555867235 0.0309495405812062
9.32252070694127 -0.773402622863283 0.33086583062874
9.40987007212548 -0.73171922595255 0.619597021181944
9.49920993133874 -0.664022373685544 0.890320302330542
9.59100543493397 -0.570801161314503 1.13327764587105
9.68574156750429 -0.453359836371498 1.33646591605246
9.78431948593181 -0.313644586848568 1.48625238225985
9.88831771616017 -0.154139341287861 1.56693593287035
9.99950462052722 0.0206021774353845 1.55999808048615
10 0.0213749078148476 1.55975291521827


Planetary Orbit 1
0 1 0
0.125 1 0
0.375 1 0
0.875 1 0
1.875 1 0
3.875 1 0
7.875 1 0
15.875 1 0
31.875 1 0
62.8318530717959 1 0


Planetary Orbit 2
0 1 -0.5
0.125 0.937662760416667 -0.49609375
0.308061594611657 0.848398785323547 -0.476433497378666
0.516993329486343 0.752889801476124 -0.434590886755955
0.733601561166373 0.665287064788243 -0.371288037659471
0.949939787190428 0.593422480369407 -0.290753115594755
1.16301194100895 0.541169108077048 -0.19817820871999
1.37212870611984 0.510061063333405 -0.0985951351563065
1.57788872921782 0.500288592905489 0.00359049788598526
1.78175873262928 0.511400264256725 0.104686335447743
1.98565902611902 0.542754778111353 0.201445452444539
2.19145487909649 0.593601398218513 0.290614607111385
2.40060005640614 0.662827217501222 0.368635278266561
2.61404191607679 0.748592352693258 0.431658589582367
2.83228331116446 0.848037485495849 0.475810795021875
3.05548513241929 0.957142823317248 0.497595253730695
3.28355628577139 1.07076071962115 0.494343430872008
3.51621942274225 1.1828233261895 0.464648620392373
3.75305608964346 1.2867129550854 0.408722696909238
3.99353787053842 1.37576541923968 0.328619507075122
4.23704903592209 1.44385606975137 0.228277563607813
4.48290449708989 1.48599954135202 0.113353352851966
4.73036545976434 1.4988832236526 -0.00915581454256528
4.97865419947228 1.48125589354113 -0.131468007248203
5.22696876259352 1.43410881091308 -0.245689594143519
5.47449803391303 1.36061539437676 -0.344520135943867
5.72043744214656 1.26583236665252 -0.421896234936355
5.96400557945038 1.15620262758553 -0.473489736474314
6.20446221368296 1.03893026776006 -0.496999301001201
6.44112865406732 0.92131498153178 -0.492208064524731
6.6734123596724 0.810133965230047 -0.460816456973437
6.90083935425709 0.711145534598858 -0.406090620951741
7.12310084136095 0.628765088190941 -0.332387517208327
7.34012441745552 0.565937858089422 -0.24462562909748
7.55218236890275 0.524211415630665 -0.147768932904978
7.76003462017066 0.503996106954799 -0.0463952835546208
7.96503745065143 0.504974131735912 0.0555496075088113
8.1690498186069 0.526530072108354 0.154684429414164
8.37405807847443 0.567969115270222 0.247819190981821
8.58175589111142 0.628389109474568 0.331560653409162
8.79334132237393 0.706337282285227 0.402179714049435
9.00952445170026 0.7994667092584 0.455772179421554
9.23062181137613 0.904317165990743 0.488608335510403
9.45665610945298 1.01626325471175 0.49756990593839
9.68743401353174 1.12963905565403 0.48060012228906
9.9226006743806 1.2380337027337 0.437104941645015
10.1616770322699 1.33473694683768 0.368246919097493
10.4040861433996 1.41329417120305 0.277078830691929
10.6491731531113 1.4681099402441 0.1684781343659
10.896221942791 1.49502376808807 0.0488671407435991
11.1444702988429 1.49177687766168 -0.0742652527829623
11.3931246746745 1.45829775460446 -0.192991751769206
11.6413751392258 1.39675751330822 -0.299648903955134
11.8884108477116 1.31138005061016 -0.387521990789252
12.1334362921896 1.20803018802671 -0.451421669643424
12.3756886942679 1.09363758542278 -0.488078441918701
12.6144572419385 0.975537956981962 -0.496310936797957
12.8491055698495 0.860821561573832 -0.476960233174325
13.079100169796 0.755771508127765 -0.432617148921509
13.304049666062 0.6654545008579 -0.367195706924894
13.5237634174164 0.593500611135337 -0.285419825489104
13.7383416256491 0.542084117385516 -0.192292376073451
13.9483049998441 0.512099932783429 -0.0926146676590086
14.1547335125977 0.50351278236217 0.00935979879622519
14.3592866860987 0.515801016566524 0.110013786508906
14.5639468679126 0.548299807079992 0.206114243844908
14.7705787669644 0.600229573817625 0.294385521038223
14.9806134779582 0.670423994432847 0.371240488503481
15.194973876956 0.756965875586038 0.432818160922838
15.4141427659235 0.856903787768221 0.475262034478033
15.6382655941887 0.966123051119922 0.495128214272428
15.8672390964325 1.07939170314118 0.489837851701213
16.1007757837888 1.1905819852588 0.458107783571118
16.3384482907628 1.29305372265193 0.400299287919893
16.5797200993862 1.38016799204721 0.318628544774305
16.8239680332262 1.44587870934274 0.217192323247577
17.0705002233023 1.48533138038664 0.101782088068796
17.3185718737779 1.49538812387284 -0.0205118178268451
17.5674002093999 1.47500075930851 -0.141871400311607
17.8161793858429 1.42537102516702 -0.254432463161453
18.0640957948474 1.3498670050626 -0.350989616360701
18.3103440404112 1.25370227446417 -0.425631358266129
18.5541438845057 1.14342156681076 -0.474221781452568
18.7947586903197 1.0262660796616 -0.494670494654246
19.031516416686 0.909507006672137 -0.48696690997004
19.2638352188636 0.799835139198139 -0.452991501825827
19.4912574990731 0.702879182512439 -0.396147396125345
19.7134992161423 0.622901048831311 -0.320875195904647
19.9305252171359 0.562690185957579 -0.232120712014198
20.1426622829633 0.523658044841225 -0.13482393259352
20.3507420573048 0.506118490235951 -0.033503306058273
20.5561921995443 0.50970696492502 0.0679579801187765
20.7609054569473 0.533795177575942 0.166202449957552
20.9668442515724 0.57766683042863 0.258009079903339
21.175642091598 0.640353264174144 0.339926441991413
21.3884321537841 0.720282696864614 0.408182289033255
21.6058705280455 0.814950252621541 0.458874982268447
21.8282328912193 0.920720806011797 0.488339445166826
22.0555114461324 1.03280196073049 0.493590061010478
22.2874893964226 1.14539440865854 0.472768006331741
22.5237930026352 1.2520121259994 0.425530991436028
22.7639273601838 1.34594858848863 0.353326815122876
23.0073019034639 1.4208449824241 0.259498917528801
23.2532500205969 1.47129624586414 0.149187801453484
23.5010456276064 1.49341658232862 0.0290175510804303
23.7499184340168 1.48528317504303 -0.0934114215361202
23.9990688997906 1.44718825513522 -0.210169730322285
24.2476834386768 1.38165510076877 -0.313706723345637
24.4949501917967 1.29320894129396 -0.397525543587532
24.7400756448571 1.18793220549402 -0.456735795545819
24.9823025033672 1.07286705943871 -0.488413638557552
25.220929635406 0.955349786572793 -0.491730828400231
25.4553356798563 0.84236734701456 -0.467851026860839
25.6850093544002 0.740016534972381 -0.419625680243299
25.9095919598102 0.653124552356472 -0.351146334002805
26.1289412534983 0.585063308691115 -0.267222044585279
26.3432288964659 0.537765946210717 -0.172851418933402
26.5530753787772 0.511937259965686 -0.0727593201377307
26.759676891959 0.507428293964282 0.0289106768800293
26.9647790521822 0.523676844034985 0.128621787593639
27.1703682918642 0.560000180372526 0.22314063357016
27.378236992618 0.615556160238006 0.309123267308893
27.589715966524 0.689038757188765 0.382906526225402
27.8056362251097 0.778322358259559 0.440601791520041
28.0264086246604 0.88020722127221 0.478406968989397
28.2521249981705 0.990326173077048 0.493029651595221
28.4826418504408 1.1032283032382 0.482140572730864
28.7176404562809 1.21263746649235 0.44479239347963
28.9566682127732 1.31186835377223 0.381743679758387
29.1991675902576 1.39436379806472 0.2956326268192
29.4444977072004 1.45429608968883 0.190957215797367
29.6919519203559 1.48715792073679 0.0738405242984615
29.9407735426091 1.49026094384098 -0.04840992888501
30.1901709332504 1.46306590742811 -0.167906691939642
30.4393326611551 1.40728893069752 -0.276879227370857
30.6874431348691 1.32676099789083 -0.368372919327218
30.9336989768119 1.22705614944763 -0.436857022612302
31.1773264860568 1.11494022586666 -0.47866224277416
31.4176008275719 0.997718744014963 -0.492196691725447
31.6538682130944 0.882574319962181 -0.477924949767165
31.8855735079663 0.775979584166552 -0.438130993000988
32.112297747255 0.683253460794807 -0.376514459196396
32.3338133034577 0.608302983572107 -0.297686369604948
32.550168172049 0.553567112266318 -0.206634697093438
32.7618086774374 0.52015955914228 -0.10822899959248
32.9697192464583 0.508190705354242 -0.00684464934371613
33.1754702684926 0.517202348308992 0.0937765385373461
33.3810097039084 0.546539655637784 0.190330918027461
33.5882384799231 0.595436047879329 0.279541615822579
33.7986629974276 0.66278110099287 0.357854712578244
34.0132846736537 0.746761420460655 0.421431738527456
34.23265116398 0.84456109339188 0.466398257283817
34.4569563128773 0.952209657192607 0.48923873773799
34.686131494741 1.06460457908973 0.487247507825118
34.9199136781242 1.17571130613757 0.458966646144098
35.1578926799285 1.27892914348934 0.404549182665729
35.3995439100115 1.36759342073956 0.325989731965776
35.6442521756618 1.43556350643376 0.227173867331852
35.8913304767514 1.47782706895384 0.11371633121031
36.1400363029527 1.49103952379653 -0.00741386669860725
36.3895869421244 1.47391872043181 -0.128450376801703
36.6391746629705 1.42743078405397 -0.241505756701691
36.8879822533774 1.35473218584589 -0.339281297425939
37.1351992169509 1.2608705123369 -0.41571604200504
37.3800389342311 1.15228450892655 -0.466489001338049
37.6217573071798 1.0361747667426 -0.489312554570625
37.8596739091941 0.919833633179586 -0.483989337611795
38.0931976286967 0.810023765524196 -0.452241965690572
38.3218605165239 0.712480598255102 -0.397356887932643
38.5453663934788 0.63158992549013 -0.323704690349403
38.7636645656719 0.570265146301217 -0.236207267381251
38.9770600060317 0.530026700508768 -0.13982164414012
39.1863534218853 0.511269887259402 -0.0391150780100193
39.3929354861216 0.513675447237873 0.0619643201970401
39.598671223186 0.53662616593317 0.160001436055798
39.8055202480827 0.579399372219355 0.251743406128739
40.0151355807518 0.641022514235237 0.333731485677919
40.2286784090577 0.719931635350099 0.40219678477841
40.4468309470403 0.81364025148974 0.453239418906688
40.6698891741181 0.918536833626777 0.483188325192464
40.8978595445153 1.02985218113885 0.489042887488556
41.1305345090565 1.14180545173009 0.468921890654625
41.3675457640831 1.24792177032819 0.422456379988226
41.608401012648 1.34149769852989 0.351066849019816
